Date,Open,High,Low,Close,Volume,,
2018-09-13,15.3,15.3,15.3,15.3,0,,
2018-09-12,16,17.8,14.3,15.3,53629,,
2018-09-11,15.65,16,15.15,15.15,20779,,
2018-09-10,15.7,16,15.15,15.75,6958,,
2018-09-07,15.9,15.9,15.25,15.3,19416,,
2018-09-06,16.4,16.4,15.25,15.35,34226,,
2018-09-05,16,16.8,15.3,15.55,73009,,
2018-09-04,15.45,17.7,15.1,16.05,281160,,
2018-09-03,14.45,15.4,14.4,14.75,35338,,
2018-08-31,14.85,14.85,14.25,14.6,12563,,
2018-08-30,14.5,15.9,14.1,14.35,38411,,
2018-08-29,14.9,14.9,14.5,14.65,4978,,
2018-08-28,14.35,15,14.35,14.65,7704,,
2018-08-27,15.35,15.35,14.25,14.65,15559,,
2018-08-24,14.55,14.55,14.2,14.35,12289,,
2018-08-23,14.85,14.85,13.95,14.3,35941,,
2018-08-22,14.3,14.3,14.3,14.3,0,,
2018-08-21,14.7,14.7,14.25,14.3,10322,,
2018-08-20,14.25,14.7,14.15,14.35,7624,,
2018-08-17,14.3,14.75,14.25,14.3,11507,,
2018-08-16,14.6,14.9,14.2,14.3,16072,,
2018-08-15,14.6,14.6,14.6,14.6,0,,
2018-08-14,14.4,15,14.25,14.6,5120,,
2018-08-13,14.7,15.3,14.2,14.6,13484,,
2018-08-10,15.1,15.4,14.65,14.9,62825,,
2018-08-09,15.15,15.5,15.1,15.1,9847,,
2018-08-08,15.85,15.85,15.1,15.2,13769,,
2018-08-07,16.1,16.3,15.45,15.85,3632,,
2018-08-06,15.8,16.5,15.4,15.75,21798,,
2018-08-03,15.5,15.8,15.3,15.35,13099,,
2018-08-02,15.75,15.75,15,15.3,14787,,
2018-08-01,16.5,16.5,15.3,15.4,13817,,
2018-07-31,16,16,14.65,15.45,16590,,
2018-07-30,15.2,16,14.65,15.65,31657,,
2018-07-27,15,15.65,14.75,15,35847,,
2018-07-26,15,15.95,15,15.2,7332,,
2018-07-25,15.75,16.05,14.6,15.1,12592,,
2018-07-24,14.35,17,14.35,15.6,54790,,
2018-07-23,14,14.85,14,14.35,11249,,
2018-07-20,14.3,14.85,13.55,14.25,28985,,
2018-07-19,15.3,15.3,14.1,14.1,27616,,
2018-07-18,15.25,15.75,14.75,15.15,37107,,
2018-07-17,16.2,16.2,15.15,15.25,14766,,
2018-07-16,16,16.4,15.25,15.45,33456,,
2018-07-13,16.3,16.85,16,16.05,22799,,
2018-07-12,16.6,16.95,16.1,16.2,15637,,
2018-07-11,16.55,17.3,16.2,16.55,26050,,
2018-07-10,16.6,17.1,16.4,16.85,28805,,
2018-07-09,18,18,16,16.6,43224,,
2018-07-06,16.95,17.5,16.6,16.75,10980,,
2018-07-05,17.45,17.5,16.5,17.1,7242,,
2018-07-04,18,18,17.05,17.45,42447,,
2018-07-03,16.55,19,16.55,17.55,73611,,
2018-07-02,16,17,15.75,16.5,31353,,
2018-06-29,15.9,17.65,15.9,16.15,29807,,
2018-06-28,16.4,17.4,16,16.35,13750,,
2018-06-27,17.4,17.5,16.1,16.75,32050,,
2018-06-26,18.7,18.7,17,17.3,29422,,
2018-06-25,19.15,19.8,17.8,18.15,80150,,
2018-06-22,16.6,19.8,16.35,19.55,79978,,
2018-06-21,17.3,17.3,16.5,16.5,12331,,
2018-06-20,17.95,17.95,16.7,16.8,11494,,
2018-06-19,18,18.1,16.75,16.9,21409,,
2018-06-18,17.3,18,17.05,18,7637,,
2018-06-15,17.15,17.8,17.15,17.45,5030,,
2018-06-14,17.75,18.45,17.05,17.35,14748,,
2018-06-13,18.3,18.5,17.75,17.75,15762,,
2018-06-12,17.75,18.35,17.5,17.65,11659,,
2018-06-11,18.45,18.75,17.65,18.05,14702,,
2018-06-08,17.75,17.9,17.2,17.5,10015,,
2018-06-07,17.5,19.1,17.25,18.05,35682,,
2018-06-06,16.05,17.3,16.05,17.1,15155,,
2018-06-05,16.5,16.6,15.05,16.05,58789,,
2018-06-04,17.95,18.3,16.3,16.5,39045,,
2018-06-01,17.5,18.5,17.1,17.1,18842,,
2018-05-31,18.85,18.85,17.1,17.45,15042,,
2018-05-30,18.5,18.85,17.95,18.55,33655,,
2018-05-29,20.45,20.45,18.5,18.55,53941,,
2018-05-28,17.5,18.85,17.3,18.85,34868,,
2018-05-25,16.2,17.4,16.1,17.15,26414,,
2018-05-24,16.65,17.25,16.1,16.2,30087,,
2018-05-23,16.75,17.5,16.7,17.1,10955,,
2018-05-22,17.05,17.05,16.5,17,10900,,
2018-05-21,16.05,17.4,16.05,16.25,36678,,
2018-05-18,17.45,17.45,16.3,16.8,38966,,
2018-05-17,16.85,17.5,16.4,17,10776,,
2018-05-16,17.05,17.75,16.55,17.05,24568,,
2018-05-15,17.75,18.8,17,17.2,27551,,
2018-05-14,18.25,18.65,18,18.05,22861,,
2018-05-11,18.7,18.95,18,18.2,12362,,
2018-05-10,19.2,19.6,18.55,18.85,8988,,
2018-05-09,19.05,19.65,18.55,18.85,19313,,
2018-05-08,19,19.75,18.9,19.05,21235,,
2018-05-07,20.95,20.95,19.6,19.75,11875,,
2018-05-04,21.25,21.25,19.2,20.2,24814,,
2018-05-03,21.25,21.25,20,20.2,26856,,
2018-05-02,21.95,22,20.2,20.75,15530,,
2018-05-01,21.05,21.05,21.05,21.05,0,,
2018-04-30,21.9,21.9,20.25,21.05,26126,,
2018-04-27,23,23,21.6,21.95,28497,,
2018-04-26,21.2,23.3,21.2,22.35,10142,,
2018-04-25,23.5,23.5,21.4,21.8,54454,,
2018-04-24,23.4,23.4,21.6,22.85,54215,,
2018-04-23,23,23.3,22.4,22.8,34024,,
2018-04-20,25.4,25.4,22.2,22.8,220610,,
2018-04-19,20.9,23.3,20.6,23.3,61879,,
2018-04-18,22.75,22.75,21,21.2,12289,,
2018-04-17,20.9,22.9,20.7,21.9,36326,,
2018-04-16,21.95,21.95,20.65,20.9,11145,,
2018-04-13,20.85,21.85,20.7,21.2,19632,,
2018-04-12,20.7,21.85,20.7,21.25,13232,,
2018-04-11,21.7,22.1,20.1,20.95,84334,,
2018-04-10,21.7,22.25,21.1,21.65,7757,,
2018-04-09,22.1,22.5,21.7,21.75,13775,,
2018-04-06,21.75,22.6,21.75,22.4,15941,,
2018-04-05,22.1,22.1,21.6,21.7,14959,,
2018-04-04,22.35,22.35,21.4,21.7,21019,,
2018-04-03,21.6,21.7,21.1,21.3,25850,,
2018-04-02,20.75,20.75,20.05,20.75,14071,,
2018-03-30,19.8,19.8,19.8,19.8,0,,
2018-03-29,19.8,19.8,19.8,19.8,0,,
2018-03-28,19.3,20.25,19.15,19.8,48801,,
2018-03-27,19,19.3,18.2,19.3,30285,,
2018-03-26,19.5,19.5,18.2,18.4,26915,,
2018-03-23,19,19.75,18.75,19,50455,,
2018-03-22,19.45,20.2,19,19.7,74827,,
2018-03-21,20.5,20.7,19.55,19.8,72486,,
2018-03-20,20.1,21.35,20.1,20.15,28469,,
2018-03-19,21.15,21.75,20.85,21,18082,,
2018-03-16,22.5,22.65,21.2,21.6,62243,,
2018-03-15,21.1,22.1,21.1,21.9,28775,,
2018-03-14,21.55,21.55,20.6,21.05,10098,,
2018-03-13,21.4,21.8,20.55,21.35,32968,,
2018-03-12,21.8,22.45,21.2,21.55,98607,,
2018-03-09,22.85,22.85,21.25,22.3,10682,,
2018-03-08,22.15,22.95,21.75,21.9,42169,,
2018-03-07,23.15,23.75,22.55,22.85,49274,,
2018-03-06,23.65,24,23.3,23.7,11736,,
2018-03-05,23.2,24,23.2,23.75,15109,,
2018-03-02,24.15,24.15,24.15,24.15,0,,
2018-03-01,25,25.45,23.05,24.15,22491,,
2018-02-28,24.1,24.65,23.9,24.25,8146,,
2018-02-27,24.75,24.85,24.05,24.4,25424,,
2018-02-26,24.55,24.9,24.25,24.3,6393,,
2018-02-23,24.05,25.55,24,24.55,33841,,
2018-02-22,24.05,25,24,24.7,4541,,
2018-02-21,26,26.1,24.8,25,46666,,
2018-02-20,24.05,25.25,23.55,25.05,38948,,
2018-02-19,24.5,24.8,23.5,24.05,35929,,
2018-02-16,24.6,25,24.1,24.5,128228,,
2018-02-15,26.9,27.15,25,25.2,156466,,
2018-02-14,24.85,26.3,24.15,26.3,148240,,
2018-02-13,25.05,25.05,25.05,25.05,0,,
2018-02-12,25,25.2,24.1,25.05,101259,,
2018-02-09,23.3,24,22.6,24,31281,,
2018-02-08,22.9,22.9,22,22.9,13667,,
2018-02-07,21.85,21.85,21.85,21.85,8292,,
2018-02-06,21,21.35,20.2,20.85,41679,,
2018-02-05,21.4,21.5,20.55,21.25,19060,,
2018-02-02,22.1,22.8,21.6,21.6,21547,,
2018-02-01,22.8,23.15,22.5,22.7,11947,,
2018-01-31,22.65,23.2,21.65,22.9,67553,,
2018-01-30,23.95,23.95,22.25,22.75,7792,,
2018-01-29,23.85,24,23,23.2,29430,,
2018-01-26,23.5,23.5,23.5,23.5,0,,
2018-01-25,24.95,24.95,23.5,23.5,22420,,
2018-01-24,23.5,24,23.5,23.9,20771,,
2018-01-23,23.55,24.25,23.25,23.9,23565,,
2018-01-22,23.5,24.45,23.5,23.9,20545,,
2018-01-19,24.25,24.5,23.75,23.9,13591,,
2018-01-18,25,25.45,24.15,24.25,30206,,
2018-01-17,25.3,25.45,24.05,25.25,34784,,
2018-01-16,25.95,26.45,25.25,25.3,37728,,
2018-01-15,26.35,26.35,25.2,25.6,34714,,
2018-01-12,26.05,26.6,25.5,25.8,73767,,
2018-01-11,25.7,26.65,25.7,26.05,55508,,
2018-01-10,27.3,27.3,25.8,26,37442,,
2018-01-09,26.5,27.5,26.2,26.35,108814,,
2018-01-08,26.5,27.1,25.7,26.8,56373,,
2018-01-05,26,26.7,26,26.3,40743,,
2018-01-04,26.8,27.1,26.25,26.35,62345,,
2018-01-03,26.1,27.2,26.1,26.7,20658,,
2018-01-02,27.15,27.5,25.8,26.05,41455,,
2018-01-01,26,27.4,26,27.15,56909,,
2017-12-29,27.4,27.8,26.5,26.8,21272,,
2017-12-28,26.3,27.95,26.3,26.9,31598,,
2017-12-27,27.05,28.2,26.6,26.9,21517,,
2017-12-26,28,28,26.8,27.5,18478,,
2017-12-25,27.35,27.35,27.35,27.35,0,,
2017-12-22,27.95,28.3,26.4,27.35,33081,,
2017-12-21,26.35,27.65,26.2,27.2,50592,,
2017-12-20,26.25,26.45,26,26.35,27224,,
2017-12-19,26.2,26.2,25.4,26.15,35987,,
2017-12-18,26.25,26.25,25,25.85,27564,,
2017-12-15,25.9,26,25.15,25.45,43280,,
2017-12-14,25.3,25.9,25,25.65,40492,,
2017-12-13,25,25.8,24.55,25.65,31840,,
2017-12-12,25,26,25,25.3,13215,,
2017-12-11,26.45,26.45,25,25.55,21015,,
2017-12-08,24.5,26,24.5,25.25,56446,,
2017-12-07,25,26.65,24.6,25.4,25086,,
2017-12-06,25.95,27,24.5,25.5,154633,,
2017-12-05,26.75,26.75,24.75,25.35,105291,,
2017-12-04,27.55,29.4,26.55,27,237414,,
2017-12-01,26.9,27.8,26.2,27.2,373396,,
2017-11-30,23.1,25.4,23.1,25.4,274707,,
2017-11-29,23.6,23.6,22.8,23.1,40418,,
2017-11-28,23.55,24,23,23.25,39666,,
2017-11-27,23.4,24.25,23.2,23.45,28591,,
2017-11-24,23.85,24.9,22.85,23.35,188855,,
2017-11-23,22.75,24.3,22.3,24.2,276040,,
2017-11-22,22.85,22.85,22,22.1,41242,,
2017-11-21,23,23.15,20.3,22.1,61480,,
2017-11-20,21,22.6,21,22.4,26125,,
2017-11-17,22.45,22.45,21.5,21.8,19251,,
2017-11-16,22,22.1,21.4,21.75,16781,,
2017-11-15,21.55,22.95,21.1,21.3,45809,,
2017-11-14,21.55,23,21,21.7,96862,,
2017-11-13,22.8,22.8,21.05,21.55,18908,,
2017-11-10,21.85,22.4,21.5,22,30300,,
2017-11-09,22.6,22.6,21.95,22.15,36856,,
2017-11-08,22.1,22.95,22,22.4,18720,,
2017-11-07,22.5,22.65,22.05,22.25,60226,,
2017-11-06,22.7,23.7,22.1,22.4,164641,,
2017-11-03,21,22.95,21,22.55,261495,,
2017-11-02,20.15,21.1,20,20.9,57625,,
2017-11-01,20.2,20.5,19.9,20.15,51368,,
2017-10-31,20.3,20.75,19.8,20.2,54926,,
2017-10-30,20.15,20.85,20,20.3,41736,,
2017-10-27,21.2,21.2,20.15,20.45,17695,,
2017-10-26,20.2,20.8,20.2,20.3,21282,,
2017-10-25,21.5,21.5,20.4,20.55,28615,,
2017-10-24,21.75,21.75,20.55,21.05,52184,,
2017-10-23,20.25,22.15,20.25,20.9,27208,,
2017-10-20,20.85,20.85,20.85,20.85,0,,
2017-10-19,20.9,21.5,20.55,20.85,9315,,
2017-10-18,21.95,21.95,20.5,20.9,19532,,
2017-10-17,21.85,22,21.1,21.15,19854,,
2017-10-16,22.7,23.05,21.55,21.7,52306,,
2017-10-13,22.35,23,22.15,22.7,37098,,
2017-10-12,21.2,22.9,21.2,22.2,45212,,
2017-10-11,22.7,23.4,21.25,21.35,51160,,
2017-10-10,22.3,23.5,21.3,22.55,151944,,
2017-10-09,20,21.6,19.1,21.6,198806,,
2017-10-06,19,20,19,19.65,26020,,
2017-10-05,20.4,20.4,19,19.25,25977,,
2017-10-04,19.4,19.7,19.25,19.45,10014,,
2017-10-03,20,20,19.05,19.35,19852,,
2017-10-02,19.55,19.55,19.55,19.55,0,,
2017-09-29,19.8,20,19.5,19.55,38337,,
2017-09-28,19.9,20.45,19.5,19.6,28931,,
2017-09-27,21,21,19.8,19.9,29112,,
2017-09-26,20.65,20.65,20,20.15,19351,,
2017-09-25,21.55,22.8,20.8,20.85,49986,,
2017-09-22,22.3,22.5,21.8,21.85,41685,,
2017-09-21,22.6,22.7,22.1,22.3,13870,,
2017-09-20,22.7,23.6,22.1,22.6,77925,,
2017-09-19,23,23.4,22.25,22.5,22901,,
2017-09-18,21.8,22.85,21.5,22.75,60721,,
2017-09-15,22.5,22.5,21.55,21.8,26946,,
2017-09-14,22,22.5,21.8,22.1,25999,,
2017-09-13,22.8,22.8,21.55,21.9,151948,,
2017-09-12,22.55,22.85,21.65,22.65,49096,,
2017-09-11,22.55,23.2,22.3,22.55,15477,,
2017-09-08,22.7,23.25,22.25,22.55,16639,,
2017-09-07,22.15,23.2,22.15,22.65,32758,,
2017-09-06,22.1,22.75,22.1,22.35,28216,,
2017-09-05,22.95,22.95,22.3,22.7,53344,,
2017-09-04,22.45,23,22.45,22.85,42340,,
2017-09-01,23.3,23.3,22.5,22.9,43106,,
2017-08-31,23.05,23.25,22.5,22.85,53383,,
2017-08-30,23.5,23.65,23.1,23.25,34310,,
2017-08-29,23.6,23.95,23.1,23.55,19818,,
2017-08-28,23.5,24.45,23,23.95,50603,,
2017-08-25,23.6,23.6,23.6,23.6,0,,
2017-08-24,22.85,24.4,22.85,23.6,23212,,
2017-08-23,24.9,24.9,23.6,23.85,21142,,
2017-08-22,23.8,24.5,23.55,23.9,4948,,
2017-08-21,24.9,24.9,23.7,24,8536,,
2017-08-18,24.05,24.9,23.55,24,24903,,
2017-08-17,24.75,24.75,23.6,24.1,46406,,
2017-08-16,23.15,24,22.7,23.65,8369,,
2017-08-15,22.95,22.95,22.95,22.95,0,,
2017-08-14,22.2,23.2,22.2,22.95,15628,,
2017-08-11,23,23,21.85,22.1,20747,,
2017-08-10,23.5,24,22.85,22.9,30434,,
2017-08-09,24.5,24.5,23.65,24.05,30487,,
2017-08-08,24.55,26.4,24.55,24.85,51083,,
2017-08-07,24.5,25.65,24.45,25.45,33838,,
2017-08-04,24,24.45,23.5,24.45,8272,,
2017-08-03,24.4,24.9,24,24.4,21900,,
2017-08-02,25.4,25.4,24.4,24.5,7513,,
2017-08-01,26,26,24.5,24.8,15144,,
2017-07-31,25.1,25.45,24.65,25,39005,,
